origin,Unnamed: 0,id,text,CreatedAt,author.userName,createdDate,misinformation,stance,isUSRelated,notes
T2,1177621,1.47731E+18,"@Kimonevoicewas3 @terryelaineh1 @YahooNewsUK The disgrace is that they even had an asylum seeker in his 30s attending class as a child with school children.
I mean to ask what are these people thinking, as well as incidents of men hanging around outside schools. 
None of this should be happening in this country.",Sat Jan 01 15:49:21 +0000 2022,mbga_uk,1/1/22,,,,
T3,1554993,1.65606E+18,"Gimp Arrested Again For Terrifying Motorist.
Over the Bank Holiday weekend a woman travelling alone in her car noticed something on the ground she thought was a badger, in-fact a man with a mask on, who was crawling.
The lunatics have escaped the asylum
https://t.co/z9XUcgbjqc",Tue May 09 22:26:20 +0000 2023,mbga_uk,5/9/23,,,,
T2,1301720,1.47116E+18,"News Headline: People crossing Channel ‘not genuine asylum seekers’ &amp; just want to stay in hotels.
We were warned by German intelligence back in 2015 that Isis, criminals &amp; economic migrants were masquerading as Refugees. Yet they keep letting more in.
https://t.co/UpKydimmkB",Wed Dec 15 16:50:59 +0000 2021,mbga_uk,12/15/21,,,,
T4,318837,1.78095E+18,"@TiceRichard These fools who claim RWADA is not safe, yet it is in the top 10 of safest countries.
Brits even holiday there.
Also Turkey, Greece &amp; Hungary defied the EU &amp; deported out thousands of illegal migrants in 2020.
Yet UK keeps bringing more in https://t.co/doRJaBjmaq",Thu Apr 18 13:05:57 +0000 2024,mbga_uk,4/18/24,,,,
T2,1264978,1.47327E+18,"UK Foreign Aid
£665 million to Pakistan from 2009–2013.
In 2016, the UK spent £13.4 billion on overseas aid.
By 2021 approx spent £14.5 billion.
Africa receives roughly $50 billion of international assistance annually.
£40m -  £70m on hotels for migrants in  current year. https://t.co/qNu3R9S90r",Tue Dec 21 12:28:04 +0000 2021,mbga_uk,12/21/21,,,,
T2,1258292,1.47343E+18,"Like To See All MPs / Charities/ Left Wing &amp; Banner Wavers.. Answer this: 
Portuguese lorry driver dies after he was attacked by three violent Calais migrants who tried to sneak into his vehicle to reach Britain.
Yet you want more let into UK. Madness.  
https://t.co/fHc8518294",Tue Dec 21 23:22:33 +0000 2021,mbga_uk,12/21/21,,,,
T3,1585973,1.65638E+18,"@erikengheim @ToreeBlack @TheRocsWorld Yeah, the narrative they are oppressed and powerless to help themselves has been real beneficial. Meanwhile African immigrants continue to crush it in America.",Wed May 10 19:06:44 +0000 2023,mdowstfl,5/10/23,,,,
T4,269804,1.77925E+18,"@WatsonSpeaking @acciard2022 Jews are extremely successful, also Indian and Asian immigrants.

Life is about strategy, success and failure depends on it, and it affects whole communities.",Sat Apr 13 20:52:56 +0000 2024,mdowstfl,4/13/24,,,,
T4,436668,1.77637E+18,"The government should favor American citizens over illegal immigrants.

We need to secure the border.

Have a pathway to citizenship.

Deport illegals who commit serious crimes.

Build a lot more housing.

Expand legal immigration.

All immigrants should have a no safety net period in the U.S. before they qualify for citizenship.

We should not import dependents. And welcome many who want to work for the American Dream.",Fri Apr 05 22:11:10 +0000 2024,mdowstfl,4/5/24,,,,
T3,1585868,1.65638E+18,"@erikengheim @ToreeBlack @TheRocsWorld Dude you’re  a Norwegian, screw off and promote socialism somewhere else, your anti immigrant in your own country, this is about americas problems, you simply use it as an opportunity to promote socialism.",Wed May 10 19:12:19 +0000 2023,mdowstfl,5/10/23,,,,
T3,1580757,1.6564E+18,@erikengheim @ToreeBlack Do you think the current environment is the same for African Americans and African immigrants in America?,Wed May 10 20:50:54 +0000 2023,mdowstfl,5/10/23,,,,
T3,1572682,1.65585E+18,"Manston emergency: Ministers urged to create taskforce to tackle crisis in asylum system - Refugee Council https://t.co/pw9kJK5y18
We don't need an inquiry into Manston | The Lead https://t.co/UXkzfNYHUJ
Justice for People Held Inside the Manston Facility https://t.co/5Zm3Sw6f2m https://t.co/aafQiM6wCA",Tue May 09 08:00:24 +0000 2023,mikecoulson48,5/9/23,,,,
T3,1501071,1.65297E+18,"@JohnSensible @mac_rhona @rhiannon_arian @dyson123 @GarbuttJudith @tammy_marchand @janiceholland62 @ValleysCommando @RandolphTrent @regmeuross @frtheWhiteHouse @YouTube Yes, I went for May Day in ‘71, got a job and stayed until time for Whitby Folk Festival 😀 Went back for another season in 72, in ‘73 I had a job in Ravenscar to come back to, with emigration to Australia planned at the end of the season 😀",Mon May 01 09:51:12 +0000 2023,mikecoulson48,5/1/23,,,,
T4,807215,1.78012E+18,Rishi Sunak shouldn't be gambling with refugees' lives. Agree? Add your name now &gt;&gt; https://t.co/uWKYpj2y8U https://t.co/vyGCa8dzCZ,Tue Apr 16 06:08:31 +0000 2024,mikecoulson48,4/15/24,,,,
T2,1262086,1.47334E+18,"Home Office to move women into new ‘inhumane’ migrant detention centre https://t.co/GzM4acNFLq
I just supported this case! https://t.co/dCZJMkOP1P
Female detainees forced to mix with male sex offenders at Dungavel Immigration Removal Centre https://t.co/aMmUGQ4I5r https://t.co/dg5hD8yYOY",Tue Dec 21 17:04:29 +0000 2021,mikecoulson48,12/21/21,,,,
T2,1263309,1.47331E+18,Investigation points to E.U. complicity in deplorable treatment of migrants in Libya https://t.co/vDTU8vdls7,Tue Dec 21 15:12:25 +0000 2021,mikecoulson48,12/21/21,,,,
T2,1226502,1.47511E+18,"Campaigners hit out at Home Office's ‘cruel and unnecessary’ decision to send female asylum-seekers to a remote detention centre https://t.co/wVMN5T48OL
I just supported this case! https://t.co/dCZJMkOP1P https://t.co/iDZjtpp4oS",Sun Dec 26 14:33:28 +0000 2021,mikecoulson48,12/26/21,,,,
T2,1223935,1.47523E+18,"Napier being treated as the ‘pilot’ for plans to build mass refugee reception centres, Home Office confirms https://t.co/CdSgfPlumc 
Please sign @FreefromTorture’s petition telling the government to close all asylum camps and save lives now. https://t.co/Pa1ti6WgYJ https://t.co/To7w6yIubc",Sun Dec 26 22:02:06 +0000 2021,mikecoulson48,12/26/21,,,,
T2,1121460,1.47869E+18,Will Australia protect the migrants that pick its fruit? https://t.co/GgwBWtikLP,Wed Jan 05 11:29:07 +0000 2022,mikecoulson48,1/5/22,,,,
T4,597574,1.78194E+18,"7/7 Hundreds of child refugees facing abuse, harassment, exploitation and trauma in adult hotels and detention - Refugee Council https://t.co/Xqdfh7lls7 https://t.co/a0UcUTIFpB",Sun Apr 21 07:09:16 +0000 2024,mikecoulson48,4/21/24,,,,
T4,647423,1.78159E+18,"Government crackdown on migrant care workers is rooted in historical slavery https://t.co/SNlcFjPVwW 

Care workers already avoiding the UK due to planned ban on bringing families https://t.co/B3ShWuHx4e https://t.co/WrtdKJyPOa",Sat Apr 20 07:59:39 +0000 2024,mikecoulson48,4/20/24,,,,
T4,597585,1.78194E+18,"5/7 Children reaching UK in small boats sent to jail for adult sex offenders https://t.co/kxwYfUFa2r 
I just signed the petition to protect the rights of child refugees. Join me in supporting Safe Passage. #SafePassage #ChildRefugees https://t.co/ZFQPX0JgEX https://t.co/zVpKeWzoc3",Sun Apr 21 07:06:40 +0000 2024,mikecoulson48,4/21/24,,,,
T4,112374,1.78195E+18,"Beyond Trafficking &amp; Slavery: Part 11
Experts demand safe routes to UK after 400 people die at the border https://t.co/RshHiaJhSP https://t.co/PZcz9gU9P6",Sun Apr 21 07:47:48 +0000 2024,mikecoulson48,4/21/24,,,,
T4,608958,1.78194E+18,6/7 “A child protection crisis”: The UK's shocking neglect of asylum-seeking kids | The Lead https://t.co/eFVKajaIAF https://t.co/WXICtxTfXJ,Sun Apr 21 07:07:19 +0000 2024,mikecoulson48,4/21/24,,,,
T2,1124942,1.47908E+18,"Campaigners hit out at Home Office's ‘cruel and unnecessary’ decision to send female asylum-seekers to a remote detention centre https://t.co/wVMN5T48OL
I just supported this case! https://t.co/dCZJMkOP1P https://t.co/shb4BLwuTo",Thu Jan 06 13:19:16 +0000 2022,mikecoulson48,1/6/22,,,,
T4,747018,1.77876E+18,"@OhBrokenBritain @JamesCleverly will not tell us. Perhaps his constituents should ask that question?
If I was @10DowningStreet I would immediately stop all deportations to Rwanda (see small print) https://t.co/pQidTTStSo",Fri Apr 12 12:04:28 +0000 2024,mitch8951,4/12/24,,,,
T4,704122,1.77984E+18,"@Elizabe13014545 @lenatrobins 500 is 1/365th of the known illegal arrivals!

If I were PM, I would stop ALL deportations to Rwanda immediately.

@RishiSunak @JamesCleverly @GOVUK @UKParliament @Conservatives @labour @Keir_Starmer 
A cost-effective solution: https://t.co/zfCqcZYI9E",Mon Apr 15 11:52:17 +0000 2024,mitch8951,4/15/24,,,,
T2,1232135,1.47483E+18,"@BenJRERoberts @Olgachristie @MailOnline @JustinWelby But perhaps, it should be? Have them claim asylum in the first safe country?
Or do you condone making them take the risk to self and family at the hands of criminals?",Sat Dec 25 19:34:08 +0000 2021,mitch8951,12/25/21,,,,
T2,1234739,1.4747E+18,"@Olgachristie @MailOnline People like @JustinWelby make it difficult for the real thing.
Illegals are just that. Refugees and asylum seekers should not be lumped in with that lot.
Proper definitions, proper treatment!
My definitions below. https://t.co/TyOksVjCHZ",Sat Dec 25 11:12:17 +0000 2021,mitch8951,12/25/21,,,,
T2,1447567,1.48056E+18,"@ByrneBarry @pritipatel OUR Border always was the responsibility of the @GOVUK of the day.
Some member states seem to manage the external an as Schengen states internal borders
https://t.co/sGwkprbcnI better than @UKParliament 
https://t.co/M76EcgBw4u…
Can our lot blame those bad EU people
@pritipatel",Mon Jan 10 15:06:00 +0000 2022,mitch8951,1/10/22,,,,
T4,450530,1.7762E+18,"@James_W200 @nicolathorp_ @ThatAlexWoman Exactly my point.

I used Sweden as an example because it is suffering a high rape crime rate due to immigrants.",Fri Apr 05 10:50:53 +0000 2024,mitsyarty,4/5/24,,,,
T4,400070,1.77702E+18,"@Keir_Starmer You don't serve British people you serve only immigrants. 
You got down on your knees for a corrupt movement. You bow to the globalists and you will finish this country off.
This country needs a right wing party to save us from you and the woeful Tories.",Sun Apr 07 16:59:45 +0000 2024,mitsyarty,4/7/24,,,,
T4,398260,1.77704E+18,"@LoveOverGold22 @cue_bono @BritisherPaz49 @AvonandsomerRob @JQPubicPTIII @LeopardmanPn @EternallyJustMe Yes, how wasn't the little turd deported? 

""In a joint statement, Bradford City ward councillors, Aneela Ahmed, Nazam Azam &amp; Shakeela Lal, said...""

That's the problem too, All councillors in all British towns should be British, not 1st or 2nd generation immigrants. It's failing",Sun Apr 07 18:26:59 +0000 2024,mitsyarty,4/7/24,,,,
T2,1275014,1.47292E+18,"@SPlummage @TheWhiteCo1360 @HollieTheCard @StuartCutmore EM's: 

People that come here to leech off our infrastructure &amp; our services without ever contributing. 
Genuine asylum seekers don't jettison their ID, they don't pay traffickers. They get here through legal channels. If you'd heard the stories I have, you'd change your outlook.",Mon Dec 20 13:06:07 +0000 2021,mitsyarty,12/20/21,,,,
T4,481339,1.77566E+18,"@gstokey @Rebartic No, that's just being right wing. 

Being right wing isn't anti-immigrant, it's being anti-illegal immigrant. It's not being nationalistic, it's being patriotic. Being pro-indigenous is caring for the native people of this country &amp; for people who come here &amp; love their new home.",Wed Apr 03 22:49:28 +0000 2024,mitsyarty,4/3/24,,,,
T4,234679,1.77999E+18,"@LondonLabour @SadiqKhan Khan will be mayor again because it is populated by immigrants who will vote for him &amp; deluded leftists who for some reason think he's doing a great job. 
As our capital, we should ALL have a say who is mayor.

https://t.co/obQ8gsWQ3u.",Mon Apr 15 21:38:36 +0000 2024,mitsyarty,4/15/24,,,,
T3,1556680,1.65628E+18,"Except for Mexican unarmed law enforcement, there is no attempt to stop or deter the crossings from migrants from all over the world. Word has gotten out that everyone is getting into the US.",Wed May 10 12:57:49 +0000 2023,mtelford_cis,5/10/23,,,,
T3,1516606,1.65639E+18,Biden's officers use an encrypted online chat room to tell Mexico when to let migrants swim across the river and enter the US.,Wed May 10 20:08:28 +0000 2023,mtelford_cis,5/10/23,,,,
T2,1261957,1.47908E+18,"Why was there a record-shattering 146,054 unaccompanied juveniles nabbed by agents and officers in 2021? Biden reversed a Trump-era policy and made clear that he would not turn away illegal immigrant children traveling without parents.  https://t.co/lHw7dl27rz @washtimes",Thu Jan 06 13:35:50 +0000 2022,mtelford_cis,1/6/22,,,,
T2,1114838,1.47881E+18,"The border city of Yuma, Ariz. is experiencing a flood of illegal migrants and is predicted by some to be the next big crisis at the border. Why is it getting so little national media attention? https://t.co/7tLrnMCVcJ via @CIS_org",Wed Jan 05 19:25:10 +0000 2022,mtelford_cis,1/5/22,,,,
T2,1480056,1.4791E+18,"The idea that Biden’s going to suffer electorally unless he makes even more dramatic moves to weaken the border is ludicrous. Immigration is a losing issue for Democrats and had he done more, he’d been even deeper kimchi than he is now. @MarkSKrikorian  https://t.co/qfeaZJ96Ti",Thu Jan 06 14:26:20 +0000 2022,mtelford_cis,1/6/22,,,,
T2,1181228,1.48045E+18,"@rubu481 @simonajeger @WHO @WHOSyria @HHS @AliMayorkas @POTUS @VP @CDCDirector @EPPCdc 

WHY are Cases exploding in Camps where unaccompanied children &amp; Immigrants are?

Administration of Vaccines &amp; masks  must be made available 

WH officials must monitor camps",Mon Jan 10 08:12:59 +0000 2022,mujerpescado,1/10/22,,,,
T4,245686,1.77981E+18,"@RCampbellmc58 Let’s see Loser De Santis &amp; his Cowardly Repubs do Immigrants’ jobs-with NO Water breaks in the Heat!
@ACLU Please stand Up for these Workers now! #CBS #MSNBC #CNN @ABC @FAIRImmigration @POTUS @WhiteHouse @USDOL",Mon Apr 15 10:06:59 +0000 2024,mujerpescado,4/15/24,,,,
T4,475918,1.77574E+18,TRUMP LIES TO INCITE HATE &amp; RACISM Against INNOCENT IMMIGRANTS! -Family of Murder Victim Denies Trump’s Claim That He Spoke With Them ⁦@politicony⁩ @AP @ABC ⁦@thereidout⁩ #CBS ⁦@allinwithchris⁩ #MSNBC  https://t.co/UfLSncaF1P,Thu Apr 04 04:07:23 +0000 2024,mujerpescado,4/3/24,,,,
T2,1237748,1.47976E+18,"@80AbuFaruk @SecBlinken @PressSec @POTUS @VP 
@unsecuritycoun1 @NATOpress 

World Leaders must realize Assad wants Refugees to be sent back &amp; many have form Denmark

There must be an agreement with countries holding them that they Won’t send them back now!",Sat Jan 08 10:14:35 +0000 2022,mujerpescado,1/8/22,,,,
T4,470720,1.77587E+18,"No, undocumented immigrant crime rate isn't higher as Trump claimed https://t.co/QxbjekFS01",Thu Apr 04 12:39:44 +0000 2024,mujerpescado,4/4/24,,,,
T2,1373360,1.4686E+18,"""Update on EB-5 Regional Center Legislation"" #ImmigrationLaw @USCIS https://t.co/SE41twxBdd",Wed Dec 08 15:00:12 +0000 2021,natlawreview,12/8/21,,,,
T2,1364361,1.4777E+18,#Pennsylvania Expands Access to Drivers Licenses for Undocumented #immigrants https://t.co/i4wEazGC84 #Sanctuary #DACA @VisaJourney,Sun Jan 02 17:40:00 +0000 2022,natlawreview,1/2/22,,,,
T4,181718,1.78043E+18,USCIS Announces Information on EB-5 Regional Center Audits https://t.co/Ojau7yXa0W #USCIS #visas #immigration @jdcconsultancy https://t.co/1vfFDVCYUt,Wed Apr 17 02:50:00 +0000 2024,natlawreview,4/16/24,,,,
