origin,Unnamed: 0,text,author.userName,misinformation,stance,isUSRelated,notes,opinion_label,true_label
T4,391836,"Judge rules DHS must deliver better treatment to illegal immigrants awaiting arrest

https://t.co/MFjJN0lwyQ https://t.co/YkhF6QqTrw",WashTimes,T,P,1,,0,1
T2,1487293,"The figures came in a belated fiscal 2021 data dump from CBP, which included a warning that the shifting demographics are making the job of immigration agents tougher because they can’t always figure out who they’re dealing with. https://t.co/C17b4OFpiQ",WashTimes,T,A,1,,0,1
T4,452434,"MS-13 illegal immigrant gang members kill police dog in vicious prison attack

https://t.co/veuVz02gu9 https://t.co/gQlsrZs49j",WashTimes,T,A,1,,0,1
T4,351430,"Long prison sentences for family that smuggled, terrorized illegal immigrant girls

https://t.co/eAxmYPaLk5 https://t.co/AvUfJyvHfi",WashTimes,T,P,1,,0,1
T4,347194,"Long prison sentences for family that smuggled, terrorized illegal immigrant girls

https://t.co/4GacSjpJSl https://t.co/BILCZ3e8Jo",WashTimes,T,P,1,,0,1
T4,211690,"DHS is monitoring 617,000 illegal immigrants with criminal records

https://t.co/eGFXAuD8cn https://t.co/ylVFCJWjzB",WashTimes,T,U,1,Article report,0,1
T4,1740,"Fox News national correspondent Bill Melugin has spent many long days on the southern U.S. border, his time spent monitoring and reporting on the crowds of illegal immigrants who continue to arrive -- and arrive and arrive. Mr. Melugin is also in touch... https://t.co/XU65289fxE",WashTimes,T,A,1,,0,1
T4,315819,“The only people I know who are better off in this country today than they were four years ago are illegal immigrants. And that’s a result of your policies.” https://t.co/hbhODPXmlB,WashTimes,E,A,1,,0,0
T4,449767,"Illegal immigrant squatters in New York had been released after crossing the southern border

https://t.co/bESMDIc9Wf https://t.co/8Sv8AG86Xn",WashTimes,T,A,1,,0,1
T3,1532215,"John Lafferty, the head of USCIS’s asylum division who led the briefing, acknowledged that the agency doesn’t have the staff to handle the border surge and do all its other work.
https://t.co/A8jmA6zdb2",WashTimes,T,U,1,,0,1
T4,90,"States strike back as Biden’s border chaos drags on 

https://t.co/uAbZEkKNqk https://t.co/ighaJHEPbp",WashTimes,E,A,1,,0,0
T3,1562386,"President Biden announced plans to give illegal immigrant Dreamers in the DACA program access to Obamacare, saying they deserved the same right to health care as Americans. #TWTFrontPage
https://t.co/98VE2PKfQj",WashTimes,T,P,1,,0,1
T4,317404,He said Americans think Mr. Mayorkas and President Biden are allowing more illegal immigrants in because they skew the allocation of political power through the divvying up of legislative seats in the apportionment process. https://t.co/hbhODPXmlB,WashTimes,O,A,1,,1,
T3,1497175,"Feds finalize rules to block some asylum seekers at border

https://t.co/6Hc7oduQzA https://t.co/WjO1OT2PZy",WashTimes,T,A,0,,0,1
T4,291820,"Homeland Security reported a slight drop in illegal immigrants trying to sneak in across the southern border in March, suggesting the department may have turned a corner in the border chaos that's reined since the start of the Biden administration. https://t.co/poCyO4S3DK",WashTimes,T,U,1,,0,1
T4,239381,"Federal authorities said they have busted up a massive theft operation run by illegal immigrants from Guatemala that targeted Home Depot stores along the Atlantic coast, stealing and re-selling power tools and other high-dollar items. https://t.co/rIHi28Eoyo",WashTimes,T,A,1,,0,1
T4,665236,A jury in southern Arizona resumed its deliberations Friday in the trial of a rancher charged with fatally shooting an unarmed migrant on his property near the U.S.-Mexico border. https://t.co/Xyg0UyjXBk,WashTimes,T,U,1,,0,1
T4,376241,"Pete Buttigieg criticizes Trump for not speaking about immigrants killed in Baltimore bridge collapse

https://t.co/1UZUIWjwIe https://t.co/ql8FnL2gbz",WashTimes,T,U,1,,0,1
T4,350074,"Nancy Mace’s new bill would require immigrants with domestic violence history to be deported

https://t.co/t1k8Jz6mNL https://t.co/sf5S4m2gjB",WashTimes,E,A,1,,0,0
T2,1211059,Chinese immigrant brutally attacked in NYC dies months later from injuries https://t.co/Xs48GiYrjo,WashTimes,T,U,0,,0,1
T4,504571,"Company helping immigrants in detention ordered to pay $811M in lawsuit alleging deceptive tactics

https://t.co/AuUToncVmK https://t.co/ED6SzSEBTx",WashTimes,T,U,1,,0,1
T4,462445,Illegal immigrant squatters in New York had been released after crossing southern border - https://t.co/dBnq5KgE6H,WashTimes,T,A,1,,0,1
T3,1561795,"New Mexico town sues Gov. Michelle Lujan Grisham to keep its ‘sanctuary city for the unborn’ ordinance

https://t.co/OYNQ6AL40K https://t.co/sInykDHJ3z",WashTimes,T,U,1,,0,1
T4,452220,"Illegal immigrant squatters in New York had been released after crossing the southern border

https://t.co/K2ZuXTXjEM https://t.co/B7jEJ4v20K",WashTimes,E,A,1,,0,0
T4,480392,"At issue is what’s known as a Notice to Appear, or NTA, which is the summons illegal immigrants are given officially putting them into deportation proceedings. https://t.co/SskI948aNa",WashTimes,T,U,1,,0,1
T4,348614,"Nancy Mace’s new bill would require immigrants with domestic violence history to be deported

https://t.co/Pp5AcfPneX https://t.co/DDFyzOvJUE",WashTimes,T,U,1,Mia coded the stance as Anti-immigration,0,1
T4,358754,"Agents at the border were issuing NTAs to illegal immigrants, complete with court dates, but Homeland Security never filed with the immigration courts.

TRAC said that means those cases “do not legally exist,” and judges have been dismissing them.

https://t.co/03298tyK94 https://t.co/psDhEZT8AR",WashTimes,E,U,1,,0,0
T3,1561458,"New Mexico town sues governor to keep its ‘sanctuary city for the unborn’ ordinance

https://t.co/FeDvLKVP8Y https://t.co/IVNqD0PKbp",WashTimes,T,U,1,,0,1
T4,390926,"Judge rules DHS must deliver better treatment to illegal immigrants awaiting arrest

https://t.co/0QTp5QtRUd https://t.co/lyV0r8YVxu",WashTimes,T,U,1,,0,1
T4,489083,"Texas was back before a panel of federal judges Wednesday to defend its on-again-off-again border law, telling the court the state has marched right up to the line of what's legal in dealing with illegal immigrants but has not crossed over it. https://t.co/iaBuVpYfAs",WashTimes,T,A,1,,0,1
T4,639820,"While U.S. ambassador to the UK Jane Hartley says a deportation action against Harry was “not going to happen in the Biden administration,"" it doesn't appear to be over. https://t.co/NeMRk8OtJm",WashTimes,T,P,1,,0,1
T4,472531,"MS-13 illegal immigrant gang members kill police dog in vicious prison attack

https://t.co/wqqbnuUAqF https://t.co/sRCS0VRpo5",WashTimes,T,A,1,,0,1
T4,450207,"MS-13 illegal immigrant gang members kill police dog in vicious prison attack

https://t.co/6S25XIaSR9 https://t.co/aVqESxx0TM",WashTimes,T,U,1,Mia coded the stance as Anti-immigration,0,1
T2,1310063,Fraudulent asylum seekers should be punished! They’re the reason the world will soon #endasylum.,WellsBlackerby,O,I,0,,1,
T2,1164318,"Remember the story of the illegal who spit on @CBP, laughed,&amp; stated he had COVID when it was new? 10% claim fear, many fail interview, don’t show for ct. lose their case. Illegal aliens are all asylum seekers to attys bc if they don’t have a “fleeing” story they’ll provide one.",WellsBlackerby,F,A,1,,0,0
T4,200063,"@JMichaelWaller @OversightPR Unfortunately bc weak Reps refusing to use the power of the purse to withhold funding continue to approve billions to  UN, NGOs, immigrant rights groups, immigration attys aiding the invasion.",WellsBlackerby,O,A,1,,1,
T2,1107380,@allenorresq 99% failed to prove their cases of asylum. High abuse numbers so they shouldn’t get an option since they’re the ones who hired smugglers to bring them there.,WellsBlackerby,E,A,1,,0,0
T2,1247427,"To the bunch claiming the wall can be defeated with a $2 saw. I’ve rarely seen any report about migrants &amp; the wall that didn’t end in death, massive injuries, or their needing to be rescued from the top.",WellsBlackerby,E,A,1,,0,0
T2,1358246,This is why we need the wall. Dems let them in bc it’s impossible to get rid of them &amp; they refuse to leave anyway. He came back time &amp; again after we spent an average 10k each deportation. Asylum shouldn’t be available for those deported.,WellsBlackerby,E,A,1,,0,0
T2,1294123,@thndrbang Did you follow some of the comments? So many would give the country away for fear of being called a racist. We absolutely have the right to say who &amp; how many enters our country. I wonder if China is overrun with immigrants demanding citizenship.,WellsBlackerby,O,A,0,,1,
T2,1175853,@JonFeere @BensmanTodd Why/how have our reps. allowed Obama &amp; Biden to release millions of illegal aliens who haven’t passed credible fear? Even those who pass are suppose to be detained until they either win asylum or are deported. Have they stopped giving credible fear interviews?Only 10% claim fear!,WellsBlackerby,O,A,1,,1,
T2,1331523,Any judge denying just 5% asylum claims needs to be removed!,WellsBlackerby,O,A,1,,1,
T3,1566037,@AmyMartinSouth @BillFOXLA @StephenM bypassing courts &amp; judges. Biden made it clear to immigration judges if they didn’t high enough grant rates they’d be fired. @TRACReports puts out periodic reports highlighting judges w/ low asylum grant rates. @AILANational crowdsources by collecting testimony from illegal 2/,WellsBlackerby,F,A,1,,0,0
T3,1508861,@StefWKight @SecMayorkas is intentionally breaking the immigration system. They continue O’Biden’s asylum abuse treating every illegal alien as tho they’re claiming fear when only 11% do so.Dems intentionally overwhelmed the asylum courts to create an unlawful rule bypassing courts &amp; judges.,WellsBlackerby,E,A,1,,0,0
T2,1235411,"Americans certainly shouldn’t support criminals who entered illegally, abused asylum, then tried to extort Americans for a billion $! 2022/24 reps. deport them all!",WellsBlackerby,O,A,1,,1,
T2,1371137,Only U.S. citizens should be allowed to arrive in our military. He was honored with pay &amp; eventually a green card. Honor the service by not expecting them to not enforce the law on your family or favors.,WellsBlackerby,E,A,1,,0,0
T4,106418,@BillMelugin_ @HawleyMO @SecMayorkas is lying about detention beds. Congress knows he’s a liar &amp; should fact check his lies before hearings. It’s a significant public benefit to enforce immigration laws. Biden lies about deportation. He can deport them to any country they bypassed.,WellsBlackerby,E,A,1,,0,0
T4,672992,@PabloReports Will @SenatorDurbin tell them their children aren’t citizens bc illegal aliens are subject to Entry Fiction Doctrine &amp; they’re all entitled to deportation. #keepfamiliestogether #deportfamiliestogether #enterwithdignity,WellsBlackerby,E,A,1,,0,0
T2,1451115,@dreaming9to5 @GPMD1 @emylou455 @elizTrovall The U.S. has legal immigration programs which allows more foreigners than any other nation. Our refugee &amp; asylum systems aren’t immigration programs but are being abused as such by inadmissible aliens. We need to end both.,WellsBlackerby,E,A,1,,0,0
T2,1485277,"@TheeKingEli @unpopulargvy @DarkSideAdvcate @elizTrovall Illegal aliens who cross the border illegally without inspection between ports of entry have broken the law (Title 8 §1325). They committed a crime, regardless of their intentions to file a meritless asylum claim, refuse to show for court, refuse to leave when ordered removed.",WellsBlackerby,E,A,1,,0,0
T2,1446679,@tangobrownswor1 Discretionary relief programs aren’t immigration programs. They’ve politicized &amp; weaponized our generosity against us.Past time to end these programs. If illegal aliens are given the right to vote for judges then all immigration decisions s/b moved to other states until defeated.,WellsBlackerby,F,A,1,,0,0
T2,1461762,@2faces16 Why does journalists refuse to list immigration status?,WellsBlackerby,O,A,1,,1,
T4,700149,"@MartinDaubney France’s failed asylum seekers will be pleased, no need to pay the traffickers.",whatwouldmikey1,F,A,0,,0,0
T4,116935,"@OhBrokenBritain @ukhomeoffice The Immigrants welcome brigade and Care4Calais AKA ‘I ❤️ BBC (Big Black 🐓) ’ say these are poor frightened young men fleeing war zones and persecution.
Wethersfield sounds more like a holiday camp for gang members.",whatwouldmikey1,E,A,0,,0,0
T2,1251640,"@ByrneBarry @RishiSunak Triple Lock cancelled, Prescription charges for over 60s for those who paid NI &amp; taxes for years. Council Taxes &amp; Energy costs spiralling.
Meanwhile illegal immigrants get a freebee bonanza &amp; no living costs.",whatwouldmikey1,F,A,0,,0,0
T3,1585926,@markswife @CraiginWales @SuellaBraverman Stop the benefits for illegal immigrants like France does.,whatwouldmikey1,O,A,0,,1,
T4,680254,@YvetteCooperMP If the ‘Immigrants Welcome’ looney brigade would stop encouraging the invasion it would help. Opposing the deportation of violent criminals who go on to offend again is hardly something Labour should be proud of.,whatwouldmikey1,E,A,0,,0,0
T3,1541484,@hewbass @dazbrady Imagine believing that these illegal economic migrants aren’t abusing the uk asylum system and uk tax payer … jeez,Williamsp57Paul,O,A,0,,1,
